INSERT,1244309290,b5e672f92b3f3d99fe7d00c3be1b4a84392a6e51,"/**
 * Describes a problem that was encountered during model building. A problem can either be an exception that was thrown
 * or a simple string message. In addition, a problem carries a hint about its source, e.g. the POM file that could not
 * be processed.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1243659900,1e2b77c10fa2ee987620fb356f74c2dced8e17a5,//TODO Need to look for attached artifacts,code_comment,requirement-debt
INSERT,1243659900,1e2b77c10fa2ee987620fb356f74c2dced8e17a5,//TODO Need to look for plugins,code_comment,requirement-debt
DELETE,1243529000,101dd8530ec873db8d915639755ba77722eeffe1,// Not sure what to do with this?,code_comment,code|design-debt
INSERT,1243632525,ae675f8157e59ad442c50483a315fc2a60785617,// TODO: This also doesn't really belon,code_comment,code|design-debt
INSERT,1243632525,ae675f8157e59ad442c50483a315fc2a60785617,"/**
     * Controls the level of validation to perform on processed models. By default, models are validated in strict mode.
     * 
     * @param lenientValidation A flag whether validation should be lenient instead of strict. For building of projects,
     *            strict validation should be used to ensure proper building. For the mere retrievel of dependencies
     *            during artifact resolution, lenient validation should be used to account for models of poor quality.
     * @return This configuration, never {@code null}.
     */",code_comment,code|design-debt
INSERT,1243568062,bc257a588ec12e2667c307d52ad6f5bac2634591,// TODO: Tu,code_comment,requirement-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,"/**
 * Description of an artifact.
 *
 * @todo do we really need an interface here?
 * @todo get rid of the multiple states we can have (project, parent, etc artifacts, file == null, snapshot, etc) - construct subclasses and use accordingly?
 */",code_comment,code|design-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,/** @todo would like to get rid of this - or at least only have one. Base version should be immutable. */,code_comment,code|design-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,"/** @todo remove, a quick hack for the lifecycle executor */",code_comment,code|design-debt
DELETE,1243454357,41e54938d5ed3b8ec2e5c72ca8d8fd29adf02f35,// FIXME: Validate the parent coordinate and throw proper exceptions,code_comment,code|design-debt
INSERT,1243454357,41e54938d5ed3b8ec2e5c72ca8d8fd29adf02f35,"/**
     * Checks the specified (raw) model for missing or invalid values. The raw model is directly created from the POM
     * file and has not been subjected to inheritance, interpolation or profile/default injection.
     * 
     * @param model The model to validate, must not be {@code null}.
     * @param lenient A flag whether validation should be lenient instead of strict. For building of projects, strict
     *            validation should be used to ensure proper building. For the mere retrievel of dependencies during
     *            artifact resolution, lenient validation should be used to account for models of poor quality.
     * @return The result of the validation, never {@code null}.
     */",code_comment,code|design-debt
INSERT,1243454357,41e54938d5ed3b8ec2e5c72ca8d8fd29adf02f35,"/**
     * Checks the specified (effective) model for missing or invalid values. The effective model is fully assembled and
     * has undergone inheritance, interpolation and other model operations.
     * 
     * @param model The model to validate, must not be {@code null}.
     * @param lenient A flag whether validation should be lenient instead of strict. For building of projects, strict
     *            validation should be used to ensure proper building. For the mere retrievel of dependencies during
     *            artifact resolution, lenient validation should be used to account for models of poor quality.
     * @return The result of the validation, never {@code null}.
     */",code_comment,code|design-debt
DELETE,1243858673,26a35db0c775e137865a08602155eaac1ace7e0b,// TODO: review the proper handling of this,code_comment,requirement-debt
DELETE,1243285199,1e2d19ab1a3a076d1ca2548eca022d1ca348f035,// TODO: Delete this class,code_comment,code|design-debt
DELETE,1243266583,bbc97f4eb9f3914d04bce5b731648d7bae659fca,"/*
 *  TODO: Get rid of this class and go back to an inheritance assembler, profile injector and default injector, all
 *  orchestrated by the model builder. The processors will also by replaced by the merger.
 */",code_comment,code|design-debt
DELETE,1243629415,8c9c57652e22e36002df5ffddbc27bc0b8275c3d,// TODO: review the proper handling of this,code_comment,requirement-debt
INSERT,1243629415,8c9c57652e22e36002df5ffddbc27bc0b8275c3d,// TODO: review the proper handling of this,code_comment,requirement-debt
INSERT,1243629415,8c9c57652e22e36002df5ffddbc27bc0b8275c3d,// TODO: this is only to provide a project for plugins that don't need a project to execute but need some,code_comment,code|design-debt
INSERT,1243629415,8c9c57652e22e36002df5ffddbc27bc0b8275c3d,// would ever need this so it should not be exposed in a public API,code_comment,code|design-debt
DELETE,1243453532,ab43fff631dc92d84572c3603c1fb3e6c8017bda,//TODO: this will also cause a cycle so we need to refactor some code,code_comment,code|design-debt
INSERT,1243453532,ab43fff631dc92d84572c3603c1fb3e6c8017bda,//TODO: Not even sure this is really required as the project will be cached in the builder,code_comment,requirement-debt
INSERT,1243858673,26a35db0c775e137865a08602155eaac1ace7e0b,// TODO: Replace this with MODELLO-191,code_comment,code|design-debt
INSERT,1243197674,c7461bf0488a7655d405fa02b98ea393e1a2ceb1,// FIXME: We actually need the execution properties here...,code_comment,code|design-debt
INSERT,1243229187,5b76c2c49543d22cc1bb303264c4f4728aec4731,//TODO: lifecycles being executed,code_comment,requirement-debt
INSERT,1243229187,5b76c2c49543d22cc1bb303264c4f4728aec4731,//TODO: what runs in each phase,code_comment,code|design-debt
INSERT,1243229187,5b76c2c49543d22cc1bb303264c4f4728aec4731,//TODO: plugins that need downloading,code_comment,requirement-debt
INSERT,1243229187,5b76c2c49543d22cc1bb303264c4f4728aec4731,//TODO: project dependencies that need downloading,code_comment,code|design-debt
INSERT,1243229187,5b76c2c49543d22cc1bb303264c4f4728aec4731,//TODO: unfortunately the plugins need to be downloaded in order to get the plugin.xml file. need to externalize this from the plugin archive.,code_comment,requirement-debt
INSERT,1243229187,5b76c2c49543d22cc1bb303264c4f4728aec4731,//TODO: this will be the class that people get in IDEs to modify,code_comment,code|design-debt
DELETE,1243175725,8b22b2dffa01a5276cbae8fd22444275e82cd74c,// This is an extreme hack because of the ridiculous APIs we have a root that is disconnected and,code_comment,code|design-debt
DELETE,1243175725,8b22b2dffa01a5276cbae8fd22444275e82cd74c,// plugin ... We have no choice but to put this hack in the core.,code_comment,code|design-debt
INSERT,1243858673,26a35db0c775e137865a08602155eaac1ace7e0b,"/**
 * Resolves a POM from its coordinates. During the build process, the {@link ModelBuilder} will add any relevant
 * repositories to the model resolver. In other words, the model resolver is stateful and should not be reused across
 * multiple model building requests.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1243098537,ff7d13487dde90884c2b738e7dc0ce8eab323e6a,"/**
     * Merges duplicate elements like multiple declarations of the same build plugin in the specified model.
     * 
     * @param model The model whose duplicate elements should be merged, must not be <code>null</code>.
     */",code_comment,code|design-debt
DELETE,1243098537,ff7d13487dde90884c2b738e7dc0ce8eab323e6a,"/**
     * Merges duplicate elements like multiple declarations of the same build plugin in the specified model.
     * 
     * @param model The model whose duplicate elements should be merged, must not be <code>null</code>.
     */",code_comment,code|design-debt
INSERT,1242945329,b54a1b781b739ad0d5897007c14a34df2c4d9d05,// TODO do we have anything to say?,code_comment,requirement-debt
INSERT,1242936866,b2a3374ac6a8cb0ed6afe4fc8911eb0dd9edc890,"/*
                 * FIXME: Enforce the existence of a version, no more guessing but reproducibility. We can't do this
                 * right now as it would affect dependency resolution via the metadata source. As a prerequisite, we
                 * need to tell the validator which level of strictness we want or alternatively disable validation
                 * completely for the metadata source.
                 */",code_comment,code|design-debt
DELETE,1242921897,5eb52b5dee58c99fc05c18d0f74f1019d646357c,//MAPI: do we really need to do this? deactivate active profile? seems confusing.,code_comment,code|design-debt
INSERT,1242862119,9efd21d0c9be83e93a145e6d91161b6b0aba2e75,//TODO: hack because metadata isn't generated in m2e correctly and i want to run the maven i have in the workspace,code_comment,code|design-debt
INSERT,1242914434,9aae6eaa679aa7d585c7ee63fa41eb05fafe9e57,//TODO: remove hard coding,code_comment,code|design-debt
INSERT,1242914434,9aae6eaa679aa7d585c7ee63fa41eb05fafe9e57,//TODO: just used a hollowed out MojoExecution,code_comment,requirement-debt
INSERT,1242862119,9efd21d0c9be83e93a145e6d91161b6b0aba2e75,//TODO: used by the Enforcer plugin,code_comment,code|design-debt
INSERT,1243284278,3446be4828ece1e6e5a99aa529a9ff9275998e92,// FIXME: Validate the parent coordinate and throw proper exceptions,code_comment,code|design-debt
INSERT,1243284278,3446be4828ece1e6e5a99aa529a9ff9275998e92,// TODO: review the proper,code_comment,requirement-debt
INSERT,1243284278,3446be4828ece1e6e5a99aa529a9ff9275998e92,// TODO: Delete this class,code_comment,code|design-debt
DELETE,1242837159,102b8fbd4afc195ff324cc3761af5dde14b42235,// FIXME: We can't be this smart (yet) since the deployment step transforms from the,code_comment,code|design-debt
DELETE,1242837159,102b8fbd4afc195ff324cc3761af5dde14b42235,// FIXME: We need a way to mark a POM artifact as resolved WRT version expressions,code_comment,code|design-debt
DELETE,1242837159,102b8fbd4afc195ff324cc3761af5dde14b42235,// FIXME: We can't be this smart (yet) since the deployment step transforms from the,code_comment,code|design-debt
DELETE,1242837159,102b8fbd4afc195ff324cc3761af5dde14b42235,// FIXME: We need a way to mark a POM artifact as resolved WRT version expressions,code_comment,code|design-debt
INSERT,1242796569,d5459955f5ed59b7d187d6d581a42548a668890f,//TODO: take repo mans into account as one may be aggregating prefixes of many,code_comment,code|design-debt
INSERT,1242796569,d5459955f5ed59b7d187d6d581a42548a668890f,//TODO: collect at the root of the repository,code_comment,code|design-debt
DELETE,1242837159,102b8fbd4afc195ff324cc3761af5dde14b42235,// FIXME: We can't be this smart (yet) since the deployment step transforms from the,code_comment,code|design-debt
DELETE,1242837159,102b8fbd4afc195ff324cc3761af5dde14b42235,// FIXME: We can't be this smart (yet) since the deployment step transforms from the,code_comment,code|design-debt
INSERT,1242862119,9efd21d0c9be83e93a145e6d91161b6b0aba2e75,//TODO remote-resources-plugin,code_comment,requirement-debt
INSERT,1242790011,9be598d35161bbcfda3d06b4ba0a8cbceefc8981,//TODO: this will also cause a cycle so we need to refactor some code,code_comment,code|design-debt
INSERT,1242790011,9be598d35161bbcfda3d06b4ba0a8cbceefc8981,//TODO: This p,code_comment,requirement-debt
INSERT,1242825836,397dc841a7c410bb57713349dfc16f2beebceffe,// TODO: Use a listener here instead of loggers,code_comment,code|design-debt
INSERT,1244209765,09f970f178ea28b93f2c8a890628d46b3fb82312,"/**
     * TODO pluginDescriptor classRealm and artifacts are set as a side effect of this
     *      call, which is not nice.
     */",code_comment,code|design-debt
INSERT,1244209765,09f970f178ea28b93f2c8a890628d46b3fb82312,// XXX,code_comment,code|design-debt
INSERT,1244209765,09f970f178ea28b93f2c8a890628d46b3fb82312,// XXX,code_comment,code|design-debt
DELETE,1242572144,8c30410341433b3fd08ba30383f69cc47399364a,"/**
     * @return the suite of tests being tested
     */",code_comment,test-debt
DELETE,1242572144,8c30410341433b3fd08ba30383f69cc47399364a,"/**
     * @return the suite of tests being tested
     */",code_comment,test-debt
INSERT,1244209765,09f970f178ea28b93f2c8a890628d46b3fb82312,// igorf: Way too many declared exceptions!,code_comment,code|design-debt
INSERT,1244209765,09f970f178ea28b93f2c8a890628d46b3fb82312,// igorf: Way too many declared exceptions!,code_comment,code|design-debt
INSERT,1244209765,09f970f178ea28b93f2c8a890628d46b3fb82312,// igorf: Way too many declared exceptions!,code_comment,code|design-debt
INSERT,1244209765,09f970f178ea28b93f2c8a890628d46b3fb82312,// igorf: Way too many declared exceptions!,code_comment,code|design-debt
INSERT,1242412379,01a13a3ffdf23f0451f96d4ffce8ed6043a0bb31,// TODO Auto-generated method stub,code_comment,requirement-debt
INSERT,1242412379,01a13a3ffdf23f0451f96d4ffce8ed6043a0bb31,//TODO: deal with this in a unified way,code_comment,requirement-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,// TODO: can refactor - inherited artifactScope calculation belongs in the collector,code_comment,code|design-debt
INSERT,1242334930,c4560558838b320604eb814560125235b76e6bc0,// TODO: Copied from the DefaultInterpolator. We likely want to resurrect the PathTranslator or at least a,code_comment,code|design-debt
INSERT,1242309123,7ccc3d878e4fa3451d3084c5d3b7a4e664005919,// TODO: Is this correct?,code_comment,code|design-debt
DELETE,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,// TODO: ,code_comment,code|design-debt
INSERT,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,// TODO: rework the plugin classloader/plugin descriptor caching,code_comment,code|design-debt
INSERT,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,// TODO: surface all exceptions to the handler: get rid of generic useless exceptions,code_comment,code|design-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,// TODO: this leaks the component in the public api - it is never released back to the container,code_comment,code|design-debt
INSERT,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,//TODO: all of this needs to move into the repository system,code_comment,code|design-debt
DELETE,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,// TODO: do,code_comment,requirement-debt
DELETE,1242328465,f60ebacbd419d4194176638e58b23c9c4c8409b8,// FIXME: Find ,code_comment,requirement-debt
INSERT,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,//TODO: this checking for file == null happens because the resolver has been confused about the root,code_comment,requirement-debt
INSERT,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,// artifact or not. things like the stupid dummy artifact coming from surefire.,code_comment,code|design-debt
INSERT,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,// TODO: this is only to provide a project for plugins that don't need a project to execute but need some,code_comment,code|design-debt
INSERT,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,// would ever need this so it should not be exposed in a public API,code_comment,code|design-debt
INSERT,1242269222,060c6d97844fe04746ada9bcf466dd340c91f1e3,//TODO: this will be the basis of the customizable lifecycle execution so need to figure this out quickly.,code_comment,code|design-debt
INSERT,1242237539,73fc3f1b0c6eda81c3a3b67fa29b9b5a316fbe94,//TODO: Current for testing classes creating the session,code_comment,code|design-debt
INSERT,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,//TODO: this needs to be decoupled from Wagon,code_comment,code|design-debt
INSERT,1242245904,2e08d8136aa1f2e49e66b1862157c470ea9eb1b7,// TODO: classpath check doesn't belong here - that's the other me,code_comment,code|design-debt
INSERT,1242245904,2e08d8136aa1f2e49e66b1862157c470ea9eb1b7,// TODO: ,code_comment,code|design-debt
INSERT,1242245904,2e08d8136aa1f2e49e66b1862157c470ea9eb1b7,// TODO: let the scope handler deal with this,code_comment,requirement-debt
INSERT,1242240176,a2ac490107923ceba1e8db665c179ad0385f7481,//TODO: check for online status in the build plan and die if necessary,code_comment,requirement-debt
INSERT,1242240176,a2ac490107923ceba1e8db665c179ad0385f7481,//TODO if ( mojoDescriptor.isProjectRequired() && !session.isUsingPOMsFromFilesystem() ),code_comment,code|design-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,// TODO: deprecate since conflict resolvers should always be specified,code_comment,code|design-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,// TODO: deprecate since conflict resolvers should always be specified,code_comment,code|design-debt
DELETE,1242240176,a2ac490107923ceba1e8db665c179ad0385f7481,// TODO: Should we error out,code_comment,code|design-debt
DELETE,1242240176,a2ac490107923ceba1e8db665c179ad0385f7481,// TODO: What is the point in using the plugin realm here instead of the core realm?,code_comment,code|design-debt
INSERT,1242158611,27afcb3aff726cd924af5c9e6ca13611a2570145,"/**
 * Handles deserialization of a model from some kind of textual format like XML.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1242158611,27afcb3aff726cd924af5c9e6ca13611a2570145,"/**
 * Handles serialization of a model into some kind of textual format like XML.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1242158611,27afcb3aff726cd924af5c9e6ca13611a2570145,"/**
 * Handles deserialization of a model from some kind of textual format like XML.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1242158611,27afcb3aff726cd924af5c9e6ca13611a2570145,"/**
 * Handles serialization of a model into some kind of textual format like XML.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
DELETE,1242161404,b6ee917be945e66d7eb5f81b1b7c14bfb92634a0,// This can ultimately be moved up to the Maven component,code_comment,code|design-debt
DELETE,1242161404,b6ee917be945e66d7eb5f81b1b7c14bfb92634a0,//TODO: this is wrong,code_comment,code|design-debt
INSERT,1242132057,cff6ab0d028c562e3a9019efbc4da372ce4507d4,"/**
     * Merges duplicate elements like multiple declarations of the same build plugin in the specified model.
     * 
     * @param model The model whose duplicate elements should be merged, must not be <code>null</code>.
     */",code_comment,code|design-debt
DELETE,1242161452,b4251c3e160b76667b2aeefd0f5bb4a54697efc2,// TODO: let the scope handler deal with this,code_comment,requirement-debt
DELETE,1242161452,b4251c3e160b76667b2aeefd0f5bb4a54697efc2,// TODO: let the scope handler deal with this,code_comment,requirement-debt
DELETE,1242088518,3504931b373ed3d3168dab706153e7bb73a34f66,//TODO:,code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,"/**
 * Description of an artifact.
 *
 * @todo do we really need an interface here?
 * @todo get rid of the multiple states we can have (project, parent, etc artifacts, file == null, snapshot, etc) - construct subclasses and use accordingly?
 */",code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,/** @todo would like to get rid of this - or at least only have one. Base version should be immutable. */,code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,"/** @todo remove, a quick hack for the lifecycle executor */",code_comment,code|design-debt
INSERT,1242070714,b8c6c01864e260679404bd041b7d18fee9c39e91,// This can ultimately be moved up to the Maven component,code_comment,code|design-debt
INSERT,1242070714,b8c6c01864e260679404bd041b7d18fee9c39e91,//TODO: this is wrong,code_comment,code|design-debt
DELETE,1242070714,b8c6c01864e260679404bd041b7d18fee9c39e91,//TODO: This needs to be moved out of here,code_comment,code|design-debt
DELETE,1242070714,b8c6c01864e260679404bd041b7d18fee9c39e91,//TODO: this is wrong,code_comment,code|design-debt
DELETE,1242070714,b8c6c01864e260679404bd041b7d18fee9c39e91,//TODO: this method doesn't belong here at all,code_comment,code|design-debt
DELETE,1242070714,b8c6c01864e260679404bd041b7d18fee9c39e91,//TODO: something is wrong here because the scope of compile is never set correctly.,code_comment,code|design-debt
INSERT,1241952365,f48503a610af6c191c1b8cf90d63fbcccbc6876f,"/**
 * Handles injection of plugin/dependency management into the model.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1241952365,f48503a610af6c191c1b8cf90d63fbcccbc6876f,"/**
 * Handles injection of plugin/dependency management into the model.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
DELETE,1242759187,e0298b7c9799af80298f32fc6fbf04261920de97,//TODO: Inside an IDE we are replacing the notion of our reactor with a workspace. In both of these cases,code_comment,code|design-debt
DELETE,1242759187,e0298b7c9799af80298f32fc6fbf04261920de97,//TODO: Cache the lookups of the PluginDescriptors,code_comment,requirement-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,// TODO: this leaks the component in the public api - it is never released back to the container,code_comment,code|design-debt
INSERT,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,//TODO: all of this needs to move into the repository system,code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,// TODO: deprecate since conflict resolvers should always be specified,code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,// TODO: deprecate since conflict resolvers should always be specified,code_comment,code|design-debt
DELETE,1242088518,3504931b373ed3d3168dab706153e7bb73a34f66,//TODO: we don't need the repository metadata thing really,code_comment,code|design-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,// Not sure what to do with this?,code_comment,code|design-debt
DELETE,1241871326,0c5208ac251085e6778bead3c206e26db31fb7e3,// FIXME: This needs to consider the <inherited> flag. If this is not detected by a UT/IT,code_comment,requirement-debt
INSERT,1242066752,1379d1dad4be5f53b099ae4ac75dee9e2e991d55,//TODO:,code_comment,code|design-debt
DELETE,1242066752,1379d1dad4be5f53b099ae4ac75dee9e2e991d55,//TODO: Look at the,code_comment,requirement-debt
INSERT,1241794706,24cf91d858186c2830f98a4c834cd21721d76309,// FIXME: This needs to consider the <inherited> flag. If this is not detected by a UT/IT,code_comment,requirement-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,// TODO: warn that we're using the default conflict resolver,code_comment,requirement-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,// TODO: Should it matter whether it's a locally installed snapshot??,code_comment,code|design-debt
DELETE,1241753095,a73c5abc9c58470b14a6e63fa0af859afdfb587e,// TODO: can refactor - inherited artifactScope calculation belongs in the collector,code_comment,code|design-debt
INSERT,1241753095,a73c5abc9c58470b14a6e63fa0af859afdfb587e,//TODO: this needs to be decoupled from Wagon,code_comment,code|design-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,// TODO: warn that we're using the default conflict resolver,code_comment,requirement-debt
INSERT,1241788251,f6401b60b589f004219747d523053b47f94baaa5,"/*
     * TODO: Whether duplicates should be removed looks like an option for the generated merger.
     */",code_comment,code|design-debt
INSERT,1241789492,c17cfb007663dfb6787aac076f26f7d320b12f9a,"/*
     * TODO: Whether the merge continues recursively into an existing node or not could be an option for the generated merger
     */",code_comment,code|design-debt
INSERT,1241746090,51c1cb584cafa5340e95a9f1767bbe218ef753ae,"/*
 *  TODO: Get rid of this class and go back to an inheritance assembler, profile injector and default injector, all
 *  orchestrated by the model builder. The processors will also by replaced by the merger.
 */",code_comment,code|design-debt
INSERT,1241746090,51c1cb584cafa5340e95a9f1767bbe218ef753ae,"/**
 * Handles inheritance of model values.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1241746090,51c1cb584cafa5340e95a9f1767bbe218ef753ae,"/**
 * Handles inheritance of model values.
 * 
 * @author Benjamin Bentmann
 */",code_comment,code|design-debt
INSERT,1241746090,51c1cb584cafa5340e95a9f1767bbe218ef753ae,"/*
     * TODO: The order of the merged list could be controlled by an attribute in the model association: target-first,
     * source-first, dominant-first, recessive-first
     */",code_comment,code|design-debt
INSERT,1241746090,51c1cb584cafa5340e95a9f1767bbe218ef753ae,"/**
     * Merges values from the specified profile into the given model.
     * 
     * @param model The model into which to merge the values defined by the profile, must not be <code>null</code>.
     * @param profile The (read-only) profile from whose values should be injected, may be <code>null</code>.
     */",code_comment,code|design-debt
INSERT,1241746090,51c1cb584cafa5340e95a9f1767bbe218ef753ae,// TODO,code_comment,code|design-debt
INSERT,1241746090,51c1cb584cafa5340e95a9f1767bbe218ef753ae,// TODO,code_comment,code|design-debt
INSERT,1241746090,51c1cb584cafa5340e95a9f1767bbe218ef753ae,// TODO,code_comment,code|design-debt
DELETE,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,// TODO: Should it matter whether it's a locally installed snapshot??,code_comment,code|design-debt
INSERT,1243529203,d5fcfe0e19fb6de2c1f26b6d9b4188c2584621ac,//TODO: hack because metadata isn't generated in m2e correctly and i want to run the maven i have in the workspace,code_comment,code|design-debt
DELETE,1241753095,a73c5abc9c58470b14a6e63fa0af859afdfb587e,// TODO: such a call in MavenMetadataSource too - packaging not really the intention of type,code_comment,code|design-debt
INSERT,1241753095,a73c5abc9c58470b14a6e63fa0af859afdfb587e,//TODO: this is wrong,code_comment,code|design-debt
INSERT,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,//TODO: We really need to get rid of this requirement in here. If we know there is no project present,code_comment,code|design-debt
INSERT,1241709632,838a1c19b0ebbcddf711e26af8c1d5385abc2ef1,//TODO: just turn this into a component,code_comment,code|design-debt
DELETE,1241709632,838a1c19b0ebbcddf711e26af8c1d5385abc2ef1,//TODO: need to check for circularit,code_comment,requirement-debt
INSERT,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,//TODO: determine if we want to pass the artifact produced by the project if it,code_comment,requirement-debt
INSERT,1241719095,e4205f145a9a8ef63f044a56856a6a18d67e5a92,//TODO: this method doesn't belong here at all,code_comment,code|design-debt
INSERT,1241719095,e4205f145a9a8ef63f044a56856a6a18d67e5a92,//TODO: some,code_comment,requirement-debt
DELETE,1241994571,4fdc5512eb415cc71f436727334ab98b92b7a12e,//TODO: Merge Dependency Management,code_comment,code|design-debt
DELETE,1241994571,4fdc5512eb415cc71f436727334ab98b92b7a12e,// TODO: Version ranges ?,code_comment,code|design-debt
DELETE,1241994571,4fdc5512eb415cc71f436727334ab98b92b7a12e,//TODO: Not copying,code_comment,requirement-debt
DELETE,1241994571,4fdc5512eb415cc71f436727334ab98b92b7a12e,//TODO: Not copying,code_comment,requirement-debt
DELETE,1241994571,4fdc5512eb415cc71f436727334ab98b92b7a12e,//TODO: Not copying,code_comment,requirement-debt
DELETE,1241994571,4fdc5512eb415cc71f436727334ab98b92b7a12e,//TODO - copy,code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,//TODO: this is assuming plugins in the reactor. must be replaced with a reactor local repository implementation,code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,//TODO: this is also assuming artifacts in the reactor.,code_comment,code|design-debt
DELETE,1248966419,8f5a6bfe6f4c0c386fdc1f10c2681ea1caf32658,//TODO: need to separate the,code_comment,requirement-debt
DELETE,1248966419,8f5a6bfe6f4c0c386fdc1f10c2681ea1caf32658,// TODO,code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,"/**
                 * Patch/workaround for: MNG-2871
                 * 
                 * We want to use orginal artifact (packaging:ejb) when we are resolving ejb-client
                 * package and we didn't manage to find attached to project one.
                 * 
                 * The scenario is such that somebody run mvn test"" in composity project",code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,"/* TODO
        if ( logger == null )
        {
            return;
        }
        
        StringBuffer message = new StringBuffer();
        message.append( A dependency of the current project (or of one the plugins used in its build) was found in the reactor",code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,// FIXME: Why aren't we using project.getArtifact() for the second parameter here??,code_comment,code|design-debt
DELETE,1241579362,c6a8b20cbae313650b40059f4c55df86a2ecd8de,// TODO: This is dangerous,code_comment,code|design-debt
INSERT,1241579362,c6a8b20cbae313650b40059f4c55df86a2ecd8de,//TODO: f,code_comment,requirement-debt
INSERT,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,//TODO: th,code_comment,requirement-debt
DELETE,1241579362,c6a8b20cbae313650b40059f4c55df86a2ecd8de,//TODO: use the AbstractCoreMavenComponentTest,code_comment,requirement-debt
INSERT,1241579362,c6a8b20cbae313650b40059f4c55df86a2ecd8de,//TODO: ,code_comment,code|design-debt
INSERT,1241579362,c6a8b20cbae313650b40059f4c55df86a2ecd8de,//TODO:,code_comment,code|design-debt
INSERT,1241579362,c6a8b20cbae313650b40059f4c55df86a2ecd8de,//TODO:,code_comment,code|design-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,//TODO: this needs a project to do anything useful,code_comment,requirement-debt
DELETE,1242014909,3398024a0f7b90bb998544cc694a547a7ea2e063,//!!jvz Change this to use a file,code_comment,code|design-debt
INSERT,1241579362,c6a8b20cbae313650b40059f4c55df86a2ecd8de,//TODO: why is this using the context,code_comment,requirement-debt
INSERT,1241562126,5d077ce8e5d5826e939c61f3a10c1c80ee541261,//TODO: need to separate the lifecycles,code_comment,requirement-debt
INSERT,1241562126,5d077ce8e5d5826e939c61f3a10c1c80ee541261,//TODO:,code_comment,code|design-debt
DELETE,1241471128,31061189b02596e3907d75ce3ce30d81c50f356e,//TODO:,code_comment,code|design-debt
